gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2243655087	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC239534-large.png			Oscillogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243655087	Sound	audio/mpeg	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC239534-T12.mp3			34 s				david m			http://creativecommons.org/licenses/by-nc-nd/4.0/	david m
2243655087	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC239534-large.png			Spectrogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243654915	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC239900-large.png			Oscillogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243654915	Sound	audio/mpeg	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC239900-T03.mp3			25 s				david m			http://creativecommons.org/licenses/by-nc-nd/4.0/	david m
2243654915	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC239900-large.png			Spectrogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243654276	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC240147-large.png			Oscillogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243654276	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC240147-large.png			Spectrogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243654276	Sound	audio/mpeg	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC240147-T06.mp3			91 s				david m			http://creativecommons.org/licenses/by-nc-nd/4.0/	david m
2243654197	Sound	audio/mpeg	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC239528-T06.mp3			22 s				david m			http://creativecommons.org/licenses/by-nc-nd/4.0/	david m
2243654197	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC239528-large.png			Spectrogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243654197	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC239528-large.png			Oscillogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243653714	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC239551-large.png			Oscillogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243653714	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC239551-large.png			Spectrogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243653714	Sound	audio/mpeg	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC239551-T01A.mp3			60 s				david m			http://creativecommons.org/licenses/by-nc-nd/4.0/	david m
2243653372	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC239894-large.png			Oscillogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243653372	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC239894-large.png			Spectrogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243653372	Sound	audio/mpeg	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC239894-T09.mp3			75 s				david m			http://creativecommons.org/licenses/by-nc-nd/4.0/	david m
2243652977	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC237658-large.png			Oscillogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243652977	StillImage	image/png	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC237658-large.png			Spectrogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-nd/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2243652977	Sound	audio/mpeg	https://xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC237658-T10.mp3			12 s				david m			http://creativecommons.org/licenses/by-nc-nd/4.0/	david m
